id,budget,genres,year,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,production_companies_number,production_countries_number,spoken_languages_number
256,0,Drama,1962,fr,Antoine et Colette,"Now aged 17, Antoine Doinel works in a factory which makes records. At a music concert, he meets a girl his own age, Colette, and falls in love with her. Later, Antoine goes to extraordinary lengths to please his new girlfriend and her parents, but Colette still only regards him as a casual friend.",0.388413,Ulysse Production,France,22-06-1962,0,29,Français,Released,,Antoine and Colette,7.1,18,3,1,1
257,50000000,Crime|Drama|Family,2005,en,Oliver Twist,"Oliver Twist the modern filmed version of Charles Dickens bestseller, a Roman Polanski adaptation. The classic Dickens tale, where an orphan meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.",2.742204,R.P. Productions,Czech Republic,23-09-2005,42093706,130,English,Released,,Oliver Twist,6.7,247,3,4,1
258,0,Comedy|Drama|Romance,1970,fr,Domicile Conjugal,Bed and Board depicts Christine and Antoine having just gotten married yet things fall apart as they are unfaithful.,0.491017,Valoria Films,France,31-08-1970,0,100,Français,Released,,Bed and Board,7.1,35,2,1,1
259,0,Comedy|Drama|Romance,1979,fr,L'amour en fuite,"Antoine Doinel is now more than thirty. He divorces from Christine. He is a proofreader, and is in love with Sabine, a record seller. Colette, his teenager love, is now a lawyer. She buys Antoine's first published autobiographical novel. They meet again in a station...",0.654659,Les Films du Carrosse,France,24-01-1979,0,89,Français,Released,,Love on the Run,6.8,16,1,1,1
260,0,Action|Thriller|Mystery,1935,en,The 39 Steps,"While on vacation in London, Canadian Richard Hannay becomes embroiled in an international spy ring related to the mysterious ""39 steps."" Then he meets agent Annabella Smith, who is soon killed in his apartment. He must elude the police, who are hunting him for murder, while he tries to stop Professor Jordan from sending secrets out of the country. Hannay is assisted by Pamela, an unwilling accomplice who discovers the truth.",0.966749,Gaumont British Picture Corporation,United Kingdom,01-06-1935,0,86,English,Released,Handcuffed to the girl who double-crossed him,The 39 Steps,7.4,196,2,1,1
261,3000000,Drama|Romance,1958,en,Cat on a Hot Tin Roof,"Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.",1.735698,Avon Production,United States of America,17-02-1958,17570324,108,English,Released,Just one pillow on her bed ... and just one desire in her heart!,Cat on a Hot Tin Roof,7.6,153,2,1,1
262,20000000,Comedy|Drama,1983,en,The King of Comedy,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.",2.671776,Twentieth Century Fox Film Corporation,United States of America,18-02-1983,0,109,English,Released,It's No Laughing Matter.,The King of Comedy,7.5,260,2,1,1
265,0,War|Drama|Romance,1981,de,Lili Marleen,Lili Marleen is the story of a German singer named Wilkie who while working in Switzerland falls in love with a Jewish composer named Robert who’s family is helping people to flee from the Nazis. Roberts family is skeptical of Walkie thinking she could be a Nazi as she becomes famous for singing Lili Marleen.,0.282341,Roxy Film,Germany,14-01-1981,0,120,Deutsch,Released,,Lili Marleen,5.5,14,4,1,1
266,900000,Drama,1963,fr,Le Mépris,Screenwriter Paul Javal's marriage to his wife Camille disintegrates during a film production as she spends time with its producer.,1.12415,Rome Paris Films,France,21-10-1963,528428,103,English,Released,"More Bold! More Brazen! And Much, Much More Bardot!",Contempt,7.5,123,3,2,4
267,103,Drama|Romance|Thriller,1997,es,Carne trémula,A scorned ex-convict forces himself into the lives of the couple who put him behind bars.,1.504552,El Deseo,France,28-10-1997,0,103,Español,Released,"Life, love, desire... and everything in between.",Live Flesh,7.2,75,3,2,1
268,35000000,Fantasy|Action,1989,en,Batman,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.",5.169446,PolyGram Filmed Entertainment,United Kingdom,23-06-1989,411348924,126,English,Released,Have you ever danced with the devil in the pale moonlight?,Batman,7,1923,3,2,2
269,0,Drama|Crime,1960,fr,À bout de souffle,A young car thief kills a policeman and tries to persuade a girl to hide in Italy with him.,2.040994,Société Nouvelle de Cinématographie,France,16-03-1960,0,90,Français,Released,The film that was banned for 4 years. Why..?,Breathless,7.8,281,3,1,2
270,350000,Comedy|Drama|Fantasy,2007,de,Wir sagen Du! Schatz.,Oliver doesn’t have a family so he steals one.,0.213325,miko-film,Germany,01-11-2007,0,98,Deutsch,Released,,Wir sagen Du! Schatz.,3.8,2,1,1,1
271,0,Adventure|Drama|Fantasy|Family,1984,sv,Ronja Rövardotter,"Ronya lives happily in her father's castle until she comes across a new playmate, Birk, in the nearby dark forest. The two explore the wilderness, braving dangerous Witchbirds and Rump-Gnomes. But when their families find out Birk and Ronja have been playing together, they forbid them to see each other again. Indeed, their fathers are competing robber chieftains and bitter enemies. Now the two spunky children must try to tear down the barriers that have kept their families apart for so long.",2.055808,AB Svenska Ord,Norway,20-12-1984,0,126,svenska,Released,,Ronja Robbersdaughter,6.5,55,4,2,1
272,150000000,Action|Crime|Drama,2005,en,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",9.809437,DC Comics,United Kingdom,10-06-2005,374218673,140,English,Released,Evil fears the knight.,Batman Begins,7.5,6814,6,2,3
273,250000,Drama,2001,de,Das weisse Rauschen,"Lukas, a young schizophrenic man, has to deal with a new town, a new relationship, and the paranoia in his head.",0.358953,Cameo Film- und Fernsehproduktion,Germany,31-12-2001,0,107,Deutsch,Released,,The White Sound,7,16,2,1,1
274,19000000,Crime|Drama|Thriller,1991,en,The Silence of the Lambs,"FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.",1.505586,Orion Pictures,United States of America,01-02-1991,272742922,119,English,Released,To enter the mind of a killer she must challenge the mind of a madman.,The Silence of the Lambs,8,4092,2,1,1
275,7000000,Crime|Drama|Thriller,1996,en,Fargo,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",4.745945,PolyGram Filmed Entertainment,United States of America,05-04-1996,60611975,98,English,Released,A lot can happen in the middle of nowhere.,Fargo,7.7,1853,2,1,1
276,0,Drama|Comedy,2004,de,Die fetten Jahre sind vorbei,Three activists cobble together a kidnapping plot after they encounter a businessman in his home.,0.580088,Y3 Film,Austria,25-10-2004,0,127,Deutsch,Released,Every heart is a revolutionary cell.,The Edukators,7.1,77,4,2,1
277,22000000,Fantasy|Action|Thriller,2003,en,Underworld,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",6.34176,Lakeshore Entertainment,Germany,19-09-2003,95708457,121,English,Released,An immortal battle for supremacy.,Underworld,6.6,2370,5,4,1
278,25000000,Drama|Crime,1994,en,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",10.7546,Castle Rock Entertainment,United States of America,23-09-1994,28341469,142,English,Released,Fear can hold you prisoner. Hope can set you free.,The Shawshank Redemption,8.5,7711,1,1,1
279,18000000,Drama|History|Music,1984,en,Amadeus,"The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival Antonio Salieri – now confined to an insane asylum.",3.354214,Warner Bros.,United States of America,26-10-1984,51973029,160,English,Released,...Everything you've heard is true,Amadeus,7.8,982,1,1,4
280,100000000,Action|Thriller|Science Fiction,1991,en,Terminator 2: Judgment Day,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",7.767018,Lightstorm Entertainment,France,01-07-1991,520000000,137,English,Released,It's nothing personal.,Terminator 2: Judgment Day,7.7,3928,5,2,2
281,42000000,Crime|Drama|Science Fiction|Thriller,1995,en,Strange Days,"Set in the year 1999 during the last days of the old millennium, the movie tells the story of Lenny Nero, an ex-cop who now deals with data-discs containing recorded memories and emotions. One day he receives a disc which contains the memories of a murderer killing a prostitute. Lenny investigates and is pulled deeper and deeper in a whirl of blackmail, murder and rape. Will he survive and solve the case?",2.498966,Lightstorm Entertainment,United States of America,13-10-1995,7959291,145,English,Released,You know you want it.,Strange Days,6.8,308,1,1,1
